ckpt,task,seed,score,passed
25,simple_019,42,66.67,False
25,simple_038,42,100.00,True
25,simple_059,42,100.00,True
25,simple_070,42,100.00,True
25,simple_075,42,100.00,True
25,simple_085,42,66.67,False
25,simple_094,42,100.00,True
25,simple_098,42,33.33,False
25,simple_019,43,66.67,False
25,simple_038,43,100.00,True
25,simple_059,43,66.67,False
25,simple_070,43,100.00,True
25,simple_075,43,100.00,True
25,simple_085,43,100.00,True
25,simple_094,43,100.00,True
25,simple_098,43,100.00,True
25,simple_019,44,100.00,True
25,simple_038,44,25.00,False
25,simple_059,44,100.00,True
25,simple_070,44,100.00,True
25,simple_075,44,100.00,True
25,simple_085,44,66.67,False
25,simple_094,44,100.00,True
25,simple_098,44,100.00,True
25,simple_019,45,100.00,True
25,simple_038,45,75.00,False
25,simple_059,45,100.00,True
25,simple_070,45,100.00,True
25,simple_075,45,100.00,True
25,simple_085,45,100.00,True
25,simple_094,45,100.00,True
25,simple_098,45,33.33,False
25,simple_019,46,100.00,True
25,simple_038,46,25.00,False
25,simple_059,46,100.00,True
25,simple_070,46,66.67,False
25,simple_075,46,100.00,True
25,simple_085,46,66.67,False
25,simple_094,46,100.00,True
25,simple_098,46,33.33,False
26,simple_019,42,100.00,True
26,simple_038,42,25.00,False
26,simple_059,42,100.00,True
26,simple_070,42,100.00,True
26,simple_075,42,100.00,True
26,simple_085,42,100.00,True
26,simple_094,42,100.00,True
26,simple_098,42,100.00,True
26,simple_019,43,66.67,False
26,simple_038,43,100.00,True
26,simple_059,43,100.00,True
26,simple_070,43,100.00,True
26,simple_075,43,100.00,True
26,simple_085,43,66.67,False
26,simple_094,43,100.00,True
26,simple_098,43,33.33,False
26,simple_019,44,100.00,True
26,simple_038,44,100.00,True
26,simple_059,44,100.00,True
26,simple_070,44,100.00,True
26,simple_075,44,100.00,True
26,simple_085,44,100.00,True
26,simple_094,44,100.00,True
26,simple_098,44,66.67,False
26,simple_019,45,66.67,False
26,simple_038,45,100.00,True
26,simple_059,45,100.00,True
26,simple_070,45,66.67,False
26,simple_075,45,100.00,True
26,simple_085,45,100.00,True
26,simple_094,45,100.00,True
26,simple_098,45,66.67,False
26,simple_019,46,66.67,False
26,simple_038,46,100.00,True
26,simple_059,46,100.00,True
26,simple_070,46,66.67,False
26,simple_075,46,66.67,False
26,simple_085,46,100.00,True
26,simple_094,46,100.00,True
26,simple_098,46,33.33,False
27,simple_019,42,66.67,False
27,simple_038,42,100.00,True
27,simple_059,42,100.00,True
27,simple_070,42,33.33,False
27,simple_075,42,100.00,True
27,simple_094,42,100.00,True
27,simple_098,42,33.33,False
27,simple_019,43,66.67,False
27,simple_038,43,25.00,False
27,simple_059,43,100.00,True
27,simple_070,43,100.00,True
27,simple_075,43,100.00,True
27,simple_098,43,33.33,False
27,simple_019,44,100.00,True
27,simple_038,44,100.00,True
27,simple_059,44,100.00,True
27,simple_070,44,33.33,False
27,simple_075,44,100.00,True
27,simple_085,44,100.00,True
27,simple_094,44,100.00,True
27,simple_098,44,33.33,False
27,simple_019,45,100.00,True
27,simple_038,45,25.00,False
27,simple_059,45,66.67,False
27,simple_070,45,66.67,False
27,simple_075,45,66.67,False
27,simple_085,45,66.67,False
27,simple_098,45,33.33,False
27,simple_019,46,100.00,True
27,simple_038,46,100.00,True
27,simple_059,46,100.00,True
27,simple_070,46,33.33,False
27,simple_075,46,100.00,True
27,simple_085,46,33.33,False
27,simple_094,46,100.00,True
27,simple_098,46,33.33,False
28,simple_019,42,100.00,True
28,simple_038,42,25.00,False
28,simple_059,42,66.67,False
28,simple_070,42,100.00,True
28,simple_075,42,100.00,True
28,simple_085,42,100.00,True
28,simple_098,42,33.33,False
28,simple_019,43,100.00,True
28,simple_038,43,100.00,True
28,simple_059,43,100.00,True
28,simple_070,43,100.00,True
28,simple_075,43,66.67,False
28,simple_085,43,100.00,True
28,simple_094,43,100.00,True
28,simple_098,43,33.33,False
28,simple_019,44,100.00,True
28,simple_038,44,50.00,False
28,simple_059,44,100.00,True
28,simple_070,44,66.67,False
28,simple_075,44,66.67,False
28,simple_098,44,100.00,True
28,simple_019,45,66.67,False
28,simple_038,45,25.00,False
28,simple_059,45,100.00,True
28,simple_070,45,66.67,False
28,simple_075,45,100.00,True
28,simple_094,45,100.00,True
28,simple_098,45,33.33,False
28,simple_019,46,100.00,True
28,simple_038,46,25.00,False
28,simple_059,46,100.00,True
28,simple_070,46,33.33,False
28,simple_075,46,66.67,False
28,simple_085,46,66.67,False
28,simple_094,46,33.33,False
28,simple_098,46,33.33,False
29,simple_019,42,100.00,True
29,simple_038,42,100.00,True
29,simple_059,42,100.00,True
29,simple_070,42,33.33,False
29,simple_075,42,100.00,True
29,simple_085,42,100.00,True
29,simple_094,42,100.00,True
29,simple_098,42,100.00,True
29,simple_019,43,100.00,True
29,simple_038,43,25.00,False
29,simple_059,43,100.00,True
29,simple_070,43,66.67,False
29,simple_075,43,100.00,True
29,simple_085,43,66.67,False
29,simple_094,43,100.00,True
29,simple_098,43,33.33,False
29,simple_019,44,66.67,False
29,simple_038,44,25.00,False
29,simple_059,44,100.00,True
29,simple_070,44,66.67,False
29,simple_075,44,100.00,True
29,simple_085,44,66.67,False
29,simple_094,44,100.00,True
29,simple_098,44,100.00,True
29,simple_019,45,100.00,True
29,simple_059,45,100.00,True
29,simple_070,45,66.67,False
29,simple_075,45,100.00,True
29,simple_085,45,100.00,True
29,simple_094,45,100.00,True
29,simple_098,45,33.33,False
29,simple_019,46,66.67,False
29,simple_038,46,25.00,False
29,simple_059,46,100.00,True
29,simple_070,46,66.67,False
29,simple_075,46,100.00,True
29,simple_085,46,66.67,False
29,simple_094,46,33.33,False
29,simple_098,46,33.33,False
30,simple_019,42,66.67,False
30,simple_038,42,25.00,False
30,simple_059,42,100.00,True
30,simple_070,42,100.00,True
30,simple_075,42,66.67,False
30,simple_085,42,66.67,False
30,simple_094,42,33.33,False
30,simple_098,42,33.33,False
30,simple_019,43,66.67,False
30,simple_038,43,100.00,True
30,simple_059,43,66.67,False
30,simple_070,43,66.67,False
30,simple_075,43,100.00,True
30,simple_085,43,33.33,False
30,simple_094,43,100.00,True
30,simple_098,43,100.00,True
30,simple_019,44,66.67,False
30,simple_038,44,25.00,False
30,simple_059,44,100.00,True
30,simple_070,44,66.67,False
30,simple_075,44,66.67,False
30,simple_085,44,100.00,True
30,simple_094,44,33.33,False
30,simple_098,44,33.33,False
30,simple_019,45,66.67,False
30,simple_038,45,100.00,True
30,simple_059,45,100.00,True
30,simple_070,45,66.67,False
30,simple_075,45,66.67,False
30,simple_085,45,66.67,False
30,simple_094,45,33.33,False
30,simple_098,45,66.67,False
30,simple_019,46,100.00,True
30,simple_038,46,25.00,False
30,simple_059,46,100.00,True
30,simple_070,46,66.67,False
30,simple_075,46,100.00,True
30,simple_085,46,100.00,True
30,simple_094,46,100.00,True
30,simple_098,46,33.33,False
31,simple_019,42,66.67,False
31,simple_038,42,75.00,False
31,simple_059,42,66.67,False
31,simple_070,42,100.00,True
31,simple_075,42,100.00,True
31,simple_085,42,100.00,True
31,simple_094,42,100.00,True
31,simple_098,42,33.33,False
31,simple_019,43,100.00,True
31,simple_038,43,25.00,False
31,simple_059,43,100.00,True
31,simple_070,43,100.00,True
31,simple_075,43,33.33,False
31,simple_085,43,66.67,False
31,simple_098,43,33.33,False
31,simple_019,44,66.67,False
31,simple_038,44,25.00,False
31,simple_059,44,66.67,False
31,simple_075,44,100.00,True
31,simple_085,44,33.33,False
31,simple_094,44,33.33,False
31,simple_098,44,33.33,False
31,simple_019,45,100.00,True
31,simple_038,45,50.00,False
31,simple_059,45,66.67,False
31,simple_070,45,100.00,True
31,simple_075,45,100.00,True
31,simple_085,45,100.00,True
31,simple_094,45,100.00,True
31,simple_098,45,33.33,False
31,simple_019,46,66.67,False
31,simple_038,46,25.00,False
31,simple_059,46,100.00,True
31,simple_070,46,66.67,False
31,simple_075,46,66.67,False
31,simple_085,46,66.67,False
31,simple_098,46,100.00,True
32,simple_019,42,83.33,False
32,simple_038,42,50.00,False
32,simple_059,42,100.00,True
32,simple_070,42,33.33,False
32,simple_075,42,100.00,True
32,simple_085,42,100.00,True
32,simple_094,42,100.00,True
32,simple_098,42,100.00,True
32,simple_019,43,50.00,False
32,simple_038,43,100.00,True
32,simple_059,43,66.67,False
32,simple_070,43,100.00,True
32,simple_075,43,100.00,True
32,simple_085,43,66.67,False
32,simple_094,43,100.00,True
32,simple_098,43,100.00,True
32,simple_038,44,100.00,True
32,simple_059,44,66.67,False
32,simple_070,44,33.33,False
32,simple_075,44,66.67,False
32,simple_085,44,100.00,True
32,simple_094,44,100.00,True
32,simple_098,44,100.00,True
32,simple_019,45,100.00,True
32,simple_038,45,100.00,True
32,simple_059,45,66.67,False
32,simple_070,45,66.67,False
32,simple_075,45,100.00,True
32,simple_085,45,66.67,False
32,simple_094,45,100.00,True
32,simple_098,45,33.33,False
32,simple_019,46,66.67,False
32,simple_038,46,25.00,False
32,simple_059,46,100.00,True
32,simple_070,46,100.00,True
32,simple_075,46,66.67,False
32,simple_085,46,66.67,False
32,simple_094,46,100.00,True
32,simple_098,46,100.00,True
33,simple_019,42,100.00,True
33,simple_038,42,75.00,False
33,simple_059,42,100.00,True
33,simple_070,42,100.00,True
33,simple_075,42,66.67,False
33,simple_085,42,100.00,True
33,simple_094,42,100.00,True
33,simple_098,42,66.67,False
33,simple_019,43,83.33,False
33,simple_038,43,25.00,False
33,simple_059,43,100.00,True
33,simple_070,43,100.00,True
33,simple_075,43,66.67,False
33,simple_085,43,100.00,True
33,simple_094,43,100.00,True
33,simple_098,43,33.33,False
33,simple_019,44,100.00,True
33,simple_038,44,75.00,False
33,simple_059,44,66.67,False
33,simple_070,44,100.00,True
33,simple_075,44,66.67,False
33,simple_085,44,33.33,False
33,simple_098,44,66.67,False
33,simple_019,45,100.00,True
33,simple_038,45,100.00,True
33,simple_059,45,100.00,True
33,simple_075,45,100.00,True
33,simple_085,45,66.67,False
33,simple_094,45,100.00,True
33,simple_098,45,33.33,False
33,simple_019,46,66.67,False
33,simple_038,46,25.00,False
33,simple_059,46,66.67,False
33,simple_070,46,66.67,False
33,simple_075,46,100.00,True
33,simple_094,46,100.00,True
33,simple_098,46,66.67,False
34,simple_019,42,66.67,False
34,simple_038,42,25.00,False
34,simple_059,42,100.00,True
34,simple_070,42,66.67,False
34,simple_075,42,100.00,True
34,simple_085,42,66.67,False
34,simple_094,42,33.33,False
34,simple_098,42,33.33,False
34,simple_019,43,100.00,True
34,simple_038,43,25.00,False
34,simple_059,43,100.00,True
34,simple_070,43,33.33,False
34,simple_075,43,66.67,False
34,simple_085,43,33.33,False
34,simple_094,43,100.00,True
34,simple_098,43,33.33,False
34,simple_019,44,100.00,True
34,simple_038,44,25.00,False
34,simple_059,44,66.67,False
34,simple_070,44,100.00,True
34,simple_075,44,100.00,True
34,simple_085,44,100.00,True
34,simple_094,44,100.00,True
34,simple_098,44,100.00,True
34,simple_019,45,66.67,False
34,simple_038,45,100.00,True
34,simple_059,45,100.00,True
34,simple_070,45,66.67,False
34,simple_075,45,100.00,True
34,simple_085,45,100.00,True
34,simple_094,45,100.00,True
34,simple_098,45,100.00,True
34,simple_019,46,66.67,False
34,simple_038,46,100.00,True
34,simple_059,46,100.00,True
34,simple_070,46,100.00,True
34,simple_075,46,100.00,True
34,simple_085,46,66.67,False
34,simple_098,46,66.67,False
35,simple_019,42,100.00,True
35,simple_038,42,25.00,False
35,simple_059,42,66.67,False
35,simple_070,42,33.33,False
35,simple_075,42,100.00,True
35,simple_085,42,66.67,False
35,simple_094,42,100.00,True
35,simple_098,42,33.33,False
35,simple_019,43,100.00,True
35,simple_038,43,25.00,False
35,simple_059,43,100.00,True
35,simple_070,43,66.67,False
35,simple_075,43,66.67,False
35,simple_085,43,33.33,False
35,simple_094,43,100.00,True
35,simple_098,43,33.33,False
35,simple_019,44,100.00,True
35,simple_038,44,25.00,False
35,simple_059,44,100.00,True
35,simple_070,44,66.67,False
35,simple_075,44,66.67,False
35,simple_085,44,100.00,True
35,simple_094,44,33.33,False
35,simple_098,44,33.33,False
35,simple_019,45,100.00,True
35,simple_038,45,100.00,True
35,simple_059,45,100.00,True
35,simple_070,45,33.33,False
35,simple_075,45,100.00,True
35,simple_098,45,33.33,False
35,simple_019,46,100.00,True
35,simple_038,46,25.00,False
35,simple_059,46,100.00,True
35,simple_070,46,100.00,True
35,simple_075,46,100.00,True
35,simple_094,46,100.00,True
35,simple_098,46,100.00,True
36,simple_019,42,66.67,False
36,simple_038,42,75.00,False
36,simple_059,42,100.00,True
36,simple_070,42,100.00,True
36,simple_075,42,33.33,False
36,simple_085,42,66.67,False
36,simple_094,42,100.00,True
36,simple_098,42,33.33,False
36,simple_019,43,66.67,False
36,simple_038,43,50.00,False
36,simple_059,43,100.00,True
36,simple_070,43,100.00,True
36,simple_075,43,100.00,True
36,simple_085,43,33.33,False
36,simple_094,43,33.33,False
36,simple_098,43,66.67,False
36,simple_019,44,100.00,True
36,simple_038,44,100.00,True
36,simple_059,44,100.00,True
36,simple_070,44,100.00,True
36,simple_075,44,100.00,True
36,simple_085,44,66.67,False
36,simple_094,44,100.00,True
36,simple_098,44,100.00,True
36,simple_019,45,66.67,False
36,simple_038,45,100.00,True
36,simple_059,45,100.00,True
36,simple_070,45,100.00,True
36,simple_075,45,100.00,True
36,simple_085,45,100.00,True
36,simple_094,45,100.00,True
36,simple_098,45,66.67,False
36,simple_019,46,100.00,True
36,simple_038,46,25.00,False
36,simple_059,46,100.00,True
36,simple_070,46,33.33,False
36,simple_075,46,100.00,True
36,simple_085,46,100.00,True
36,simple_094,46,100.00,True
36,simple_098,46,33.33,False
37,simple_019,42,100.00,True
37,simple_038,42,100.00,True
37,simple_059,42,66.67,False
37,simple_070,42,100.00,True
37,simple_075,42,100.00,True
37,simple_085,42,66.67,False
37,simple_094,42,33.33,False
37,simple_098,42,100.00,True
37,simple_019,43,100.00,True
37,simple_038,43,100.00,True
37,simple_059,43,100.00,True
37,simple_070,43,66.67,False
37,simple_075,43,100.00,True
37,simple_085,43,100.00,True
37,simple_094,43,33.33,False
37,simple_098,43,33.33,False
37,simple_019,44,100.00,True
37,simple_038,44,25.00,False
37,simple_059,44,100.00,True
37,simple_070,44,66.67,False
37,simple_075,44,100.00,True
37,simple_085,44,33.33,False
37,simple_094,44,100.00,True
37,simple_098,44,33.33,False
37,simple_019,45,66.67,False
37,simple_038,45,25.00,False
37,simple_059,45,100.00,True
37,simple_070,45,33.33,False
37,simple_075,45,100.00,True
37,simple_085,45,33.33,False
37,simple_094,45,100.00,True
37,simple_098,45,66.67,False
37,simple_019,46,100.00,True
37,simple_059,46,100.00,True
37,simple_070,46,66.67,False
37,simple_075,46,100.00,True
37,simple_085,46,66.67,False
37,simple_094,46,100.00,True
37,simple_098,46,33.33,False
38,simple_019,42,83.33,False
38,simple_038,42,25.00,False
38,simple_059,42,100.00,True
38,simple_070,42,100.00,True
38,simple_075,42,100.00,True
38,simple_085,42,100.00,True
38,simple_098,42,100.00,True
38,simple_019,43,66.67,False
38,simple_038,43,25.00,False
38,simple_059,43,100.00,True
38,simple_070,43,33.33,False
38,simple_075,43,100.00,True
38,simple_085,43,66.67,False
38,simple_094,43,100.00,True
38,simple_098,43,100.00,True
38,simple_019,44,100.00,True
38,simple_038,44,100.00,True
38,simple_059,44,100.00,True
38,simple_070,44,100.00,True
38,simple_075,44,100.00,True
38,simple_085,44,100.00,True
38,simple_094,44,33.33,False
38,simple_098,44,33.33,False
38,simple_019,45,100.00,True
38,simple_038,45,25.00,False
38,simple_059,45,100.00,True
38,simple_070,45,100.00,True
38,simple_075,45,66.67,False
38,simple_085,45,100.00,True
38,simple_094,45,100.00,True
38,simple_098,45,33.33,False
38,simple_019,46,100.00,True
38,simple_038,46,25.00,False
38,simple_059,46,100.00,True
38,simple_070,46,33.33,False
38,simple_075,46,100.00,True
38,simple_085,46,33.33,False
38,simple_094,46,100.00,True
38,simple_098,46,100.00,True
